register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OV	イセ	イセ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	12.852
OV	アタリマエ	当たり前		形状詞-一般	和	3.1331	相	関係	様相	特徴	3	12.852
OV	イッタイ	一体		名詞-普通名詞-一般	漢	1.1550	体	関係	作用	合体・出会い・集合など	3	12.852
OV	セイサン	聖餐		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	カネル	兼ねる		接尾辞-動詞的	和	2.3421	用	活動	行為	才能	3	12.852
OV	スイアゲル	吸い上げる		動詞-一般	和	x.xxxx					3	12.852
OV	カゴ	籠		名詞-普通名詞-一般	和	1.4515	体	生産物	道具	かご・俵など	3	12.852
OV	ヒレフス	平伏す		動詞-一般	和	x.xxxx					3	12.852
OV	ブトウ	舞踏		名詞-普通名詞-サ変可能	漢	1.3370	体	活動	生活	遊楽	3	12.852
OV	チンカ	沈下		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	フチャク	付着		名詞-普通名詞-サ変可能	漢	1.1560	体	関係	作用	接近・接触・隔離	3	12.852
OV	ツマダツ	爪立つ		動詞-一般	和	x.xxxx					3	12.852
OV	ミンゾク	民族		名詞-普通名詞-一般	漢	1.2300	体	主体	人物	人種・民族	3	12.852
OV	ハンテン	斑点		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ロクジュウ	六十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	3	12.852
OV	メジリ	目尻		名詞-普通名詞-一般	和	1.5601	体	自然	身体	頭・目鼻・顔	3	12.852
OV	カマエル	構える		動詞-一般	和	2.3391	用	活動	生活	立ち居	3	12.852
OV	イズレ	何れ		代名詞	和	3.1643	相	関係	時間	未来	3	12.852
OV	ヒメ	姫		名詞-普通名詞-一般	和	1.2000	体	主体	人間	人間	3	12.852
OV	タヨリ	頼り		名詞-普通名詞-一般	和	1.3650	体	活動	待遇	救護・救援	3	12.852
OV	シャカ	釈迦		名詞-固有名詞-一般	固	x.xxxx					3	12.852
OV	キワミ	極み		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	スミダワラ	炭俵		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ホコロビ	綻び		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	スイジョウ	水上		名詞-普通名詞-一般	漢	1.2590	体	主体	公私	固有地名	3	12.852
OV	ニッカイ	肉塊		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ススグ	濯ぐ		動詞-一般	和	2.3841	用	活動	事業	染色・洗濯など	3	12.852
OV	ナニユエ	何故		副詞	和	4.1180	他		接続	理由	3	12.852
OV	ココウ	戸口		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	セイヒツ	静謐		名詞-普通名詞-形状詞可能	漢	x.xxxx					3	12.852
OV	ホケン	保険		名詞-普通名詞-一般	漢	1.3710	体	活動	経済	経済・収支	3	12.852
OV	モミ	籾		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ギラギラ	ぎらぎら		副詞	和	3.5010	相	自然	自然	光	3	12.852
OV	ハビコル	蔓延る		動詞-一般	和	x.xxxx					3	12.852
OV	オヤブン	親分		名詞-普通名詞-一般	混	1.2440	体	主体	成員	相対的地位	3	12.852
OV	オカゲ	御陰		名詞-普通名詞-一般	和	1.1112	体	関係	類	因果	3	12.852
OV	コタエ	答え		名詞-普通名詞-一般	和	1.3132	体	活動	言語	問答	3	12.852
OV	ミンシュ	民主		名詞-普通名詞-一般	漢	1.3075	体	活動	心	説・論・主義	3	12.852
OV	トビコエル	飛び越える		動詞-一般	和	x.xxxx					3	12.852
OV	ミミコ	ミミコ		名詞-固有名詞-人名-名	固	x.xxxx					3	12.852
OV	ヤマザト	山里		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	クロヒョウ	黒豹		名詞-普通名詞-一般	混	x.xxxx					3	12.852
OV	ワキイデル	湧き出でる		動詞-一般	和	x.xxxx					3	12.852
OV	フクム	含む		動詞-一般	和	x.xxxx					3	12.852
OV	カタスミ	片隅		名詞-普通名詞-一般	和	1.1742	体	関係	空間	中・隅・端	3	12.852
OV	ウメキ	呻き		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	キョコウ	虚構		名詞-普通名詞-サ変可能	漢	1.3071	体	活動	心	論理・証明・偽り・誤り・訂正など	3	12.852
OV	ツタエル	伝える		動詞-一般	和	2.1524	用	関係	作用	通過・普及など	3	12.852
OV	セイシ	静止		名詞-普通名詞-サ変可能	漢	1.1503	体	関係	作用	終了・中止・停止	3	12.852
OV	タビジ	旅路		名詞-普通名詞-一般	和	1.1520	体	関係	作用	進行・過程・経由	3	12.852
OV	イジ	意地		名詞-普通名詞-一般	漢	1.3040	体	活動	心	信念・努力・忍耐	3	12.852
OV	ビショウ	微小		形状詞-一般	漢	x.xxxx					3	12.852
OV	カキ	花卉		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	トホウ	途方		名詞-普通名詞-一般	漢	1.1730	体	関係	空間	方向・方角	3	12.852
OV	バイ	梅		接尾辞-名詞的-一般	漢	1.5401	体	自然	植物	木本	3	12.852
OV	イト	いと		副詞	和	x.xxxx					3	12.852
OV	ヒンキュウ	貧窮		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ハナシアウ	話し合う		動詞-一般	和	2.3131	用	活動	言語	話・談話	3	12.852
OV	ハナゾノ	ハナゾノ		名詞-固有名詞-地名-一般	固	x.xxxx					3	12.852
OV	ハロバロ	はろばろ		副詞	和	x.xxxx					3	12.852
OV	オオサカ	オオサカ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	12.852
OV	アトカタ	跡形		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ヒビ	皹		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ムスビメ	結び目		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ケチラス	蹴散らす		動詞-一般	和	2.1552	用	関係	作用	分割・分裂・分散	3	12.852
OV	コウジ	小路		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	スガリツク	縋り付く		動詞-一般	和	x.xxxx					3	12.852
OV	エンポウ	遠方		名詞-普通名詞-一般	漢	1.2520	体	主体	公私	郷里	3	12.852
OV	セツメイ	説明		名詞-普通名詞-サ変可能	漢	1.3136	体	活動	言語	説明	3	12.852
OV	マク	幕		名詞-普通名詞-一般	漢	1.1503	体	関係	作用	終了・中止・停止	3	12.852
OV	トキハナツ	解き放つ		動詞-一般	和	2.1552	用	関係	作用	分割・分裂・分散	3	12.852
OV	マダマダ	未だ未だ		副詞	和	3.1670	相	関係	時間	時間的前後	3	12.852
OV	キタアズミ	キタアズミ		名詞-固有名詞-地名-一般	固	x.xxxx					3	12.852
OV	カラマル	絡まる		動詞-一般	和	x.xxxx					3	12.852
OV	ククル	括る		動詞-一般	和	2.1551	用	関係	作用	統一・組み合わせ	3	12.852
OV	オソレ	恐れ		名詞-普通名詞-一般	和	1.3012	体	活動	心	恐れ・怒り・悔しさ	3	12.852
OV	ケイラン	鶏卵		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	メス	召す		動詞-一般	和	x.xxxx					3	12.852
OV	ソレゾレ	其々		名詞-普通名詞-副詞可能	和	1.2020	体	主体	人間	自他	3	12.852
OV	ウルオス	潤す		動詞-一般	和	x.xxxx					3	12.852
OV	シワガレル	嗄れる		動詞-一般	和	x.xxxx					3	12.852
OV	ミッペイ	密閉		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	シツボウ	失望		名詞-普通名詞-サ変可能	漢	1.3042	体	活動	心	欲望・期待・失望	3	12.852
OV	ネムリ	ネムリ		名詞-固有名詞-人名-姓	固	x.xxxx					3	12.852
OV	ハタシテ	果たして		副詞	和	4.3120	他		判断	予期	3	12.852
OV	チラリ	ちらり		副詞	和	x.xxxx					3	12.852
OV	シュク	宿		名詞-普通名詞-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	3	12.852
OV	フウ	風		接尾辞-形状詞的	漢	3.1130	相	関係	類	異同・類似	3	12.852
OV	スイツク	吸い付く		動詞-一般	和	x.xxxx					3	12.852
OV	ヤシン	野心		名詞-普通名詞-一般	漢	1.3042	体	活動	心	欲望・期待・失望	3	12.852
OV	タラ	楤		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	カエシ	返し		名詞-普通名詞-一般	和	1.3780	体	活動	経済	貸借	3	12.852
OV	マグレ	まぐれ		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	タレコメル	垂れ込める		動詞-一般	和	x.xxxx					3	12.852
OV	カンテン	寒天		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	キビタキ	黄鶲		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ビガク	美学		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ボ	母		接頭辞	漢	1.2120	体	主体	家族	親・先祖	3	12.852
OV	イネムリ	居眠り		名詞-普通名詞-サ変可能	和	1.3003	体	活動	心	飢渇・酔い・疲労・睡眠など	3	12.852
OV	ジョウ	城		接尾辞-名詞的-一般	漢	1.4400	体	生産物	住居	住居	3	12.852
OV	ケン	券		名詞-普通名詞-一般	漢	1.4040	体	生産物	物品	貨幣・切符・証券	3	12.852
OV	ソンチ	存置		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	オオゲサ	大袈裟		形状詞-一般	混	3.3100	相	活動	言語	言語活動	3	12.852
OV	ハリアゲル	張り上げる		動詞-一般	和	x.xxxx					3	12.852
OV	モレ	漏れ		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	バラマク	ばら蒔く		動詞-一般	和	2.1552	用	関係	作用	分割・分裂・分散	3	12.852
OV	ヒヤヤカ	冷ややか		形状詞-一般	和	x.xxxx					3	12.852
OV	ウラシマ	ウラシマ		名詞-固有名詞-人名-姓	固	x.xxxx					3	12.852
OV	フソク	不足		名詞-普通名詞-サ変形状詞可能	漢	1.1931	体	関係	量	過不足	3	12.852
OV	マ	間		名詞-普通名詞-助数詞可能	和	1.1962	体	関係	量	助数接辞	3	12.852
OV	ザ	座		名詞-普通名詞-一般	漢	1.1690	体	関係	時間	場合	3	12.852
OV	スバラシイ	素晴らしい		形容詞-一般	和	3.1302	相	関係	様相	趣・調子	3	12.852
OV	ウンカイ	雲海		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	シュチョウ	主張		名詞-普通名詞-サ変可能	漢	1.3100	体	活動	言語	言語活動	3	12.852
OV	ガゾウ	画像		名詞-普通名詞-一般	漢	1.3220	体	活動	芸術	芸術・美術	3	12.852
OV	トウタツ	到達		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	タミ	民		名詞-普通名詞-一般	和	1.2301	体	主体	人物	国民・住民	3	12.852
OV	チュウカン	中間		名詞-普通名詞-一般	漢	1.1721	体	関係	空間	境・間	3	12.852
OV	ワ	わ		代名詞	和						3	12.852
OV	コウライ	コウライ		名詞-固有名詞-地名-一般	固	x.xxxx					3	12.852
OV	キン	金		接尾辞-名詞的-一般	漢	1.4040	体	生産物	物品	貨幣・切符・証券	3	12.852
OV	オビヤカス	脅かす		動詞-一般	和	x.xxxx					3	12.852
OV	トニカク	兎に角		副詞	和	4.3110	他		判断	判定	3	12.852
OV	ヒシト	ひしと		副詞	和	x.xxxx					3	12.852
OV	セイショク	生殖		名詞-普通名詞-サ変可能	漢	1.5710	体	自然	生命	生理	3	12.852
OV	シタタカ	強か		副詞	和	3.1920	相	関係	量	程度	3	12.852
OV	ウメボシ	梅干し		名詞-普通名詞-一般	和	1.4322	体	生産物	食料	梅干し・豆腐・寒天・とろろなど	3	12.852
OV	サキ	先		名詞-普通名詞-副詞可能	和	1.1700	体	関係	空間	空間・場所	3	12.852
OV	ハバカル	憚る		動詞-一般	和	2.3041	用	活動	心	自信・誇り・恥・反省	3	12.852
OV	ドセキ	土石		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ピストル	ピストル	pistol	名詞-普通名詞-一般	外	1.4551	体	生産物	道具	武器	3	12.852
OV	コウグン	行軍		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	フキイデル	吹き出でる		動詞-一般	和	x.xxxx					3	12.852
OV	ダキツク	抱き付く		動詞-一般	和	2.3392	用	活動	生活	手足の動作	3	12.852
OV	シンズル	信ずる		動詞-一般	混	2.3047	用	活動	心	信仰・宗教	3	12.852
OV	タキツボ	滝壺		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	オス	雄		名詞-普通名詞-一般	和	1.5300	体	自然	生物	生物	3	12.852
OV	ミチ	道		名詞-普通名詞-一般	和	1.3046	体	活動	心	道徳	3	12.852
OV	センリツ	戦慄		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	タクミ	巧み		形状詞-一般	和	3.3421	相	活動	行為	才能	3	12.852
OV	ノリコエル	乗り越える		動詞-一般	和	2.1524	用	関係	作用	通過・普及など	3	12.852
OV	ヨシノ	ヨシノ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	12.852
OV	イロ	色		名詞-普通名詞-一般	和	1.1962	体	関係	量	助数接辞	3	12.852
OV	シャチョウ	社長		名詞-普通名詞-一般	漢	1.2430	体	主体	成員	長	3	12.852
OV	イカダ	筏		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	イクサ	戦		名詞-普通名詞-一般	和	1.3543	体	活動	交わり	争い	3	12.852
OV	ホソメル	細める		動詞-一般	和	2.1581	用	関係	作用	伸縮	3	12.852
OV	ヒヨ	ひよ		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	オウ	負う		動詞-一般	和	2.5720	用	自然	生命	障害・けが	3	12.852
OV	ゲンヤ	原野		名詞-普通名詞-一般	漢	1.5240	体	自然	天地	山野	3	12.852
OV	カタ	型		名詞-普通名詞-一般	和	1.1800	体	関係	形	形・型・姿・構え	3	12.852
OV	ゴドウ	梧桐		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ワカレル	別れる		動詞-一般	和	2.3500	用	活動	交わり	交わり	3	12.852
OV	キリ	きり		助詞-副助詞	和	3.5030	相	自然	自然	音	3	12.852
OV	スタンド	スタンド	stand	名詞-普通名詞-一般	外	1.2650	体	主体	社会	店・旅館・病院・劇場など	3	12.852
OV	ショウテン	焦点		名詞-普通名詞-一般	漢	1.1710	体	関係	空間	点	3	12.852
OV	ホット	ほっと		副詞	和	3.3013	相	活動	心	安心・焦燥・満足	3	12.852
OV	ネンショウ	年少		名詞-普通名詞-一般	漢	1.1622	体	関係	時間	年配	3	12.852
OV	オビエ	怯え		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ハナムラ	花群		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	タバシル	迸る		動詞-一般	和	x.xxxx					3	12.852
OV	ユルシ	許し		名詞-普通名詞-一般	和	1.3532	体	活動	交わり	賛否	3	12.852
OV	スミズミ	隅々		名詞-普通名詞-一般	和	1.1742	体	関係	空間	中・隅・端	3	12.852
OV	コエダ	小枝		名詞-普通名詞-一般	和	1.5410	体	自然	植物	枝・葉・花・実	3	12.852
OV	ヒマ	暇		名詞-普通名詞-形状詞可能	和	1.3320	体	活動	生活	労働・作業・休暇	3	12.852
OV	ペン	ペン	pen	名詞-普通名詞-一般	外	1.4530	体	生産物	道具	文具	3	12.852
OV	ブラサゲル	ぶら下げる		動詞-一般	和	2.1513	用	関係	作用	固定・傾き・転倒など	3	12.852
OV	シメヤカ	しめやか		形状詞-一般	和	x.xxxx					3	12.852
OV	クニハラ	国原		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ショウベン	小便		名詞-普通名詞-サ変可能	漢	1.5710	体	自然	生命	生理	3	12.852
OV	カッコウ	格好		名詞-普通名詞-一般	漢	1.1310	体	関係	様相	風・観・姿	3	12.852
OV	モンヨウ	紋様		名詞-普通名詞-一般	漢	1.1840	体	関係	形	模様・目	3	12.852
OV	ム	無		名詞-普通名詞-一般	漢	3.1120	相	関係	類	相対	3	12.852
OV	ツク	付く		動詞-非自立可能	和	2.1525	用	関係	作用	連れ・導き・追い・逃げなど	3	12.852
OV	ミツリン	密林		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	マカル	罷る		動詞-一般	和	x.xxxx					3	12.852
OV	エクボ	靨		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	シマジマ	島々		名詞-普通名詞-一般	和	1.5260	体	自然	天地	海・島	3	12.852
OV	クラウ	食らう		動詞-一般	和	2.3770	用	活動	経済	授受	3	12.852
OV	ハル	張る		動詞-一般	和	2.3851	用	活動	事業	練り・塗り・撃ち・録音・撮影	3	12.852
OV	オカ	陸		名詞-普通名詞-一般	和	1.5230	体	自然	天地	地	3	12.852
OV	ツブレル	潰れる		動詞-一般	和	2.1570	用	関係	作用	成形・変形	3	12.852
OV	ノビアガル	伸び上がる		動詞-一般	和	x.xxxx					3	12.852
OV	クルメク	眩く		動詞-一般	和	x.xxxx					3	12.852
OV	カシラ	かしら		助詞-副助詞	和						3	12.852
OV	フドウ	不動		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	イッコウ	一行		名詞-普通名詞-一般	漢	1.1951	体	関係	量	群・組・対	3	12.852
OV	リョウ	猟		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ハヤ	早		副詞	和	3.1670	相	関係	時間	時間的前後	3	12.852
OV	ギ	着		接尾辞-名詞的-一般	和	1.4210	体	生産物	衣料	衣服	3	12.852
OV	マエアシ	前足		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	アライガミ	洗い髪		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	チギル	ちぎる		動詞-一般	和	2.1571	用	関係	作用	切断	3	12.852
OV	デンドウ	伝道		名詞-普通名詞-サ変可能	漢	1.3640	体	活動	待遇	教育・養成	3	12.852
OV	オオキナ	大きな		連体詞	和	3.1660	相	関係	時間	新旧・遅速	3	12.852
OV	シャシュ	射手		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	リョカン	旅館		名詞-普通名詞-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	3	12.852
OV	トヤマ	トヤマ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	12.852
OV	ロウドク	朗読		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	ハナサカ	花咲		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	モギトル	もぎ取る		動詞-一般	和	x.xxxx					3	12.852
OV	ジザイ	自在		形状詞-一般	漢	3.3045	相	活動	心	意志	3	12.852
OV	エイゾウ	映像		名詞-普通名詞-一般	漢	1.5010	体	自然	自然	光	3	12.852
OV	ムス	生す		動詞-一般	和	x.xxxx					3	12.852
OV	タチドマル	立ち止まる		動詞-一般	和	2.1503	用	関係	作用	終了・中止・停止	3	12.852
OV	ガス	ガス	gas	名詞-普通名詞-一般	外	1.4130	体	生産物	資材	燃料・肥料	3	12.852
OV	ツル	吊る		動詞-一般	和	2.3811	用	活動	事業	牧畜・漁業・鉱業	3	12.852
OV	ヨソ	余所		名詞-普通名詞-一般	和	1.1770	体	関係	空間	内外	3	12.852
OV	ノチ	後		名詞-普通名詞-副詞可能	和	1.1643	体	関係	時間	未来	3	12.852
OV	ヨコス	寄越す		動詞-一般	和	2.1521	用	関係	作用	移動・発着	3	12.852
OV	カク	欠く		動詞-一般	和	2.1931	用	関係	量	過不足	3	12.852
OV	イラカ	甍		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	マガウ	紛う		動詞-一般	和	x.xxxx					3	12.852
OV	ハハ	はは		感動詞-一般	和	x.xxxx					3	12.852
OV	ネドコ	寝床		名詞-普通名詞-一般	和	1.4270	体	生産物	衣料	寝具	3	12.852
OV	カラミツク	絡み付く		動詞-一般	和	2.1560	用	関係	作用	接近・接触・隔離	3	12.852
OV	セイチョウ	成長		名詞-普通名詞-サ変可能	漢	1.1583	体	関係	作用	進歩・衰退	3	12.852
OV	エンザン	遠山		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	モツレル	縺れる		動詞-一般	和	x.xxxx					3	12.852
OV	カタ	片		接頭辞	和	1.1951	体	関係	量	群・組・対	3	12.852
OV	ハナバタケ	花畑		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	オオイソギ	大急ぎ		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	シカタ	仕方		名詞-普通名詞-一般	和	1.3081	体	活動	心	方法	3	12.852
OV	アケル	空ける		動詞-一般	和	x.xxxx					3	12.852
OV	メブキ	芽吹き		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	トタン	途端		名詞-普通名詞-副詞可能	漢	1.1611	体	関係	時間	時機・時刻	3	12.852
OV	ジタイ	事態		名詞-普通名詞-一般	漢	1.1000	体	関係	事柄	事柄	3	12.852
OV	シキ	式		名詞-普通名詞-一般	漢	1.1100	体	関係	類	類・例	3	12.852
OV	イガイ	意外		形状詞-一般	漢	3.3066	相	活動	心	判断・推測・評価	3	12.852
OV	イヤ	否		感動詞-一般	和	1.1030	体	関係	事柄	真偽・是非	3	12.852
OV	テイコ	艇庫		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	リョウリ	料理		名詞-普通名詞-サ変可能	漢	1.4310	体	生産物	食料	料理	3	12.852
OV	ヒロシマ	ヒロシマ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	3	12.852
OV	セキ	赤		接頭辞	漢	1.5020	体	自然	自然	色	3	12.852
OV	タイリン	大輪		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	カバウ	庇う		動詞-一般	和	2.1535	用	関係	作用	包み・覆いなど	3	12.852
OV	クサヒバリ	草雲雀		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ジュウジツ	充実		名詞-普通名詞-サ変可能	漢	1.1580	体	関係	作用	増減・補充	3	12.852
OV	チュウコク	忠告		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	フキカケル	吹き掛ける		動詞-一般	和	x.xxxx					3	12.852
OV	オク	屋		名詞-普通名詞-一般	漢	1.2650	体	主体	社会	店・旅館・病院・劇場など	3	12.852
OV	カイキ	回帰		名詞-普通名詞-サ変可能	漢	1.1527	体	関係	作用	往復	3	12.852
OV	ヒトヅマ	人妻		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ナム	なむ		助詞-係助詞	和	x.xxxx					3	12.852
OV	ドンラン	貪婪		名詞-普通名詞-形状詞可能	漢	x.xxxx					3	12.852
OV	ショクモツ	食物		名詞-普通名詞-一般	漢	1.4300	体	生産物	食料	食料	3	12.852
OV	アマエル	甘える		動詞-一般	和	2.3020	用	活動	心	好悪・愛憎	3	12.852
OV	シダレル	枝垂れる		動詞-一般	和	x.xxxx					3	12.852
OV	ハルギ	春着		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	シュンプウ	春風		名詞-普通名詞-一般	漢	1.5151	体	自然	物質	風	3	12.852
OV	イリ	入り		名詞-普通名詞-一般	和	1.1532	体	関係	作用	入り・入れ	3	12.852
OV	ヒトヒ	一日		名詞-普通名詞-一般	和	1.1962	体	関係	量	助数接辞	3	12.852
OV	ヒトイキ	一息		名詞-普通名詞-一般	和	1.3320	体	活動	生活	労働・作業・休暇	3	12.852
OV	ツク	突く		動詞-一般	和	2.3842	用	活動	事業	炊事・調理	3	12.852
OV	ドクヤク	毒薬		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ハグレル	逸れる		動詞-一般	和	2.1520	用	関係	作用	進行・過程・経由	3	12.852
OV	マンナカ	真ん中		名詞-普通名詞-一般	和	1.1742	体	関係	空間	中・隅・端	3	12.852
OV	ナイザイ	内在		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	ケンセツ	建設		名詞-普通名詞-サ変可能	漢	1.3822	体	活動	事業	建設・土木	3	12.852
OV	ヒトリヒトリ	一人一人		名詞-普通名詞-副詞可能	和	3.1940	相	関係	量	一般・全体・部分	3	12.852
OV	シガレット	シガレット	cigarette	名詞-普通名詞-一般	外	x.xxxx					3	12.852
OV	ダン	弾		接尾辞-名詞的-一般	漢	1.4551	体	生産物	道具	武器	3	12.852
OV	トウゼン	当然		形状詞-一般	漢	3.1112	相	関係	類	因果	3	12.852
OV	シラサギ	白鷺		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	カ	架		接尾辞-名詞的-一般	漢	1.4450	体	生産物	住居	棚・台・壇など	3	12.852
OV	ジュウケツ	充血		名詞-普通名詞-サ変可能	漢	x.xxxx					3	12.852
OV	ケッショク	血色		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	デキゴト	出来事		名詞-普通名詞-一般	和	1.1000	体	関係	事柄	事柄	3	12.852
OV	ザ	ザ	the	名詞-普通名詞-一般	外						3	12.852
OV	ボル	ぼる		動詞-一般	混	x.xxxx					3	12.852
OV	ゼンラ	全裸		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	タマリ	溜まり		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	ハイダス	這い出す		動詞-一般	和	2.1531	用	関係	作用	出・出し	3	12.852
OV	チョウコク	彫刻		名詞-普通名詞-サ変可能	漢	1.1570	体	関係	作用	成形・変形	3	12.852
OV	ケイ	景		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ハナス	放す		動詞-一般	和	2.1552	用	関係	作用	分割・分裂・分散	3	12.852
OV	イカガ	如何		形状詞-一般	和	3.1010	相	関係	真偽	こそあど・他	3	12.852
OV	スナミチ	砂路		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	アセリ	焦り		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	アテル	当てる		動詞-一般	和	2.3770	用	活動	経済	授受	3	12.852
OV	ハイボク	敗北		名詞-普通名詞-サ変可能	漢	1.3570	体	活動	交わり	勝敗	3	12.852
OV	ナマグサイ	生臭い		形容詞-一般	和	x.xxxx					3	12.852
OV	ツト	苞		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	タチスクム	立ち竦む		動詞-一般	和	2.1526	用	関係	作用	進退	3	12.852
OV	シユウ	雌雄		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	コキ	古希		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	イチゲン	一言		名詞-普通名詞-サ変可能	漢	1.3100	体	活動	言語	言語活動	3	12.852
OV	ヘス	減す		動詞-一般	和	x.xxxx					3	12.852
OV	ジュケイ	綬鶏		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	トシオイル	年老いる		動詞-一般	和	x.xxxx					3	12.852
OV	クサジラミ	草虱		名詞-普通名詞-一般	和	x.xxxx					3	12.852
OV	シルドゥルニット	シルドゥルニット		名詞-固有名詞-人名-一般	固	x.xxxx					3	12.852
OV	コチラ	此方		代名詞	和	1.1700	体	関係	空間	空間・場所	3	12.852
OV	ケワシイ	険しい		形容詞-一般	和	3.5230	相	自然	天地	地	3	12.852
OV	ガ	駕		名詞-普通名詞-一般	漢	x.xxxx					3	12.852
OV	ケンソウ	喧騒		名詞-普通名詞-形状詞可能	漢	3.5030	相	自然	自然	音	3	12.852
OV	シャテイ	射程		名詞-普通名詞-一般	漢	1.1911	体	関係	量	長短・高低・深浅・厚薄・遠近	3	12.852
OV	メイソウ	瞑想		名詞-普通名詞-サ変可能	漢	1.3061	体	活動	心	思考・意見・疑い	3	12.852
