register	UniDic:lForm	UniDic:lemma	UniDic:pos	UniDic:subLemma	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OC	ミンカン	民間	名詞-普通名詞-一般		漢	1.2500	体	主体	公私	公私	212	17.64
OC	レース	レース	名詞-普通名詞-一般	race（競争）	外	1.3374	体	活動	生活	スポーツ	212	17.64
OC	ヘア	ヘア	名詞-普通名詞-一般	hair	外	1.5605	体	自然	身体	皮・毛髪・羽毛	212	17.64
OC	ウリアゲ	売り上げ	名詞-普通名詞-一般		和	1.3710	体	活動	経済	経済・収支	212	17.64
OC	ケッシテ	決して	副詞		混	4.3100	他		判断	判断	211	17.557
OC	コヅツミ	小包み	名詞-普通名詞-一般		和	x.xxxx					211	17.557
OC	アールダブリュー	ＲＷ	名詞-普通名詞-一般		記号						211	17.557
OC	ヨーロッパ	ヨーロッパ	名詞-固有名詞-地名-一般	Europa	固	1.2590	体	主体	公私	固有地名	211	17.557
OC	マイクロ	マイクロ	名詞-普通名詞-一般	micro	外	3.1912	相	関係	量	広狭・大小	211	17.557
OC	オタク	御宅	代名詞		混	1.2010	体	主体	人間	われ・なれ・かれ	211	17.557
OC	トウセン	当選	名詞-普通名詞-サ変可能		漢	1.3063	体	活動	心	比較・参考・区別・選択	211	17.557
OC	スシ	寿司	名詞-普通名詞-一般		和	1.4310	体	生産物	食料	料理	211	17.557
OC	ウツ	鬱	名詞-普通名詞-一般		漢	1.5721	体	自然	生命	病気・体調	211	17.557
OC	アウ	会う	動詞-一般		和	2.1550	用	関係	作用	合体・出会い・集合など	211	17.557
OC	テンネン	天然	名詞-普通名詞-一般		漢	1.5000	体	自然	自然	自然	211	17.557
OC	ズレル	ずれる	動詞-一般		和	2.1120	用	関係	類	相対	211	17.557
OC	スーパー	スーパー	名詞-普通名詞-一般	super	外	3.1931	相	関係	量	過不足	210	17.473
OC	タタク	叩く	動詞-一般		和	2.1561	用	関係	作用	当たり・打ちなど	210	17.473
OC	ニサン	二三	名詞-数詞		漢	1.1960	体	関係	量	数記号（一二三）	210	17.473
OC	オリジナル	オリジナル	名詞-普通名詞-形状詞可能	original	外	1.3200	体	活動	芸術	創作・著述	210	17.473
OC	ロッテ	ロッテ	名詞-固有名詞-一般	Lotte	固						210	17.473
OC	マゴ	孫	名詞-普通名詞-一般		和	1.2130	体	主体	家族	子・子孫	210	17.473
OC	ケン	圏	接尾辞-名詞的-一般		漢	1.1720	体	関係	空間	範囲・席・跡	210	17.473
OC	ガクネン	学年	名詞-普通名詞-一般		漢	x.xxxx					210	17.473
OC	ゲ	気	接尾辞-形状詞的		和	3.3030	相	活動	心	表情・態度	210	17.473
OC	オヤジ	親父	名詞-普通名詞-一般		和	1.2120	体	主体	家族	親・先祖	210	17.473
OC	スパイウェア	スパイウェア	名詞-普通名詞-一般	spyware	外	x.xxxx					210	17.473
OC	ネツ	熱	名詞-普通名詞-一般		漢	1.5170	体	自然	物質	熱	210	17.473
OC	オオ	大	接頭辞		和	3.1912	相	関係	量	広狭・大小	209	17.39
OC	ソダテル	育てる	動詞-一般		和	2.5701	用	自然	生命	生	209	17.39
OC	キンゾク	金属	名詞-普通名詞-一般		漢	1.5110	体	自然	物質	元素	209	17.39
OC	ゼンジツ	前日	名詞-普通名詞-副詞可能		漢	1.1670	体	関係	時間	時間的前後	209	17.39
OC	ボウ	棒	名詞-普通名詞-一般		漢	1.4150	体	生産物	資材	輪・車・棒・管など	209	17.39
OC	オリンピック	オリンピック	名詞-普通名詞-一般	Olympic	外	1.3510	体	活動	交わり	集会	209	17.39
OC	マフラー	マフラー	名詞-普通名詞-一般	muffler	外	1.4251	体	生産物	衣料	ネクタイ・帯・手袋・靴下など	209	17.39
OC	シュウ	集	接尾辞-名詞的-一般		漢	1.1951	体	関係	量	群・組・対	209	17.39
OC	ウマ	馬	名詞-普通名詞-一般		和	1.5501	体	自然	動物	哺乳類	209	17.39
OC	レッシャ	列車	名詞-普通名詞-一般		漢	1.4650	体	生産物	機械	乗り物（陸上）	209	17.39
OC	ケン	犬	接尾辞-名詞的-一般		漢	1.5501	体	自然	動物	哺乳類	208	17.307
OC	ハンシン	半身	名詞-普通名詞-一般		漢	1.5600	体	自然	身体	身体	208	17.307
OC	ランキング	ランキング	名詞-普通名詞-サ変可能	ranking	外	1.1101	体	関係	類	等級・系列	208	17.307
OC	ゼンハン	前半	名詞-普通名詞-副詞可能		漢	1.1650	体	関係	時間	順序	208	17.307
OC	イチラン	一覧	名詞-普通名詞-サ変可能		漢	1.3091	体	活動	心	見る	208	17.307
OC	チャクシン	着信	名詞-普通名詞-サ変可能		漢	x.xxxx					208	17.307
OC	ホウダイ	放題	名詞-普通名詞-一般		漢	3.3045	相	活動	心	意志	208	17.307
OC	イス	椅子	名詞-普通名詞-一般		漢	1.4470	体	生産物	住居	家具	208	17.307
OC	ビーエス	ＢＳ	名詞-普通名詞-一般		記号	1.3832	体	活動	事業	出版・放送	208	17.307
OC	ニキビ	面皰	名詞-普通名詞-一般		和	x.xxxx					208	17.307
OC	サイド	サイド	名詞-普通名詞-一般	side	外	1.1750	体	関係	空間	面・側・表裏	208	17.307
OC	チョクゴ	直後	名詞-普通名詞-副詞可能		漢	1.1670	体	関係	時間	時間的前後	207	17.224
OC	ブンカイ	分解	名詞-普通名詞-サ変可能		漢	x.xxxx					207	17.224
OC	ツメタイ	冷たい	形容詞-一般		和	3.3680	相	活動	待遇	待遇・礼など	207	17.224
OC	キョウ	教	接尾辞-名詞的-一般		漢	1.3047	体	活動	心	信仰・宗教	207	17.224
OC	イジ	意地	名詞-普通名詞-一般		漢	1.3040	体	活動	心	信念・努力・忍耐	207	17.224
OC	トクイ	得意	名詞-普通名詞-形状詞可能		漢	3.3421	相	活動	行為	才能	207	17.224
OC	スイドウ	水道	名詞-普通名詞-一般		漢	1.4720	体	生産物	土地利用	その他の土木施設	207	17.224
OC	ハード	ハード	名詞-普通名詞-形状詞可能	hard	外	3.1400	相	関係	力	力	207	17.224
OC	カラオケ	カラオケ	名詞-普通名詞-一般		混	x.xxxx					207	17.224
OC	ジチ	自治	名詞-普通名詞-一般		漢	1.3600	体	活動	待遇	支配・政治	207	17.224
OC	スピーカー	スピーカー	名詞-普通名詞-一般	speaker	外	1.4620	体	生産物	機械	電気器具・部品	207	17.224
OC	ナル	鳴る	動詞-一般		和	2.5030	用	自然	自然	音	207	17.224
OC	テラッシャル	てらっしゃる	助動詞		和						207	17.224
OC	ヨル	寄る	動詞-一般		和	2.1560	用	関係	作用	接近・接触・隔離	207	17.224
OC	タモツ	保つ	動詞-一般		和	2.1240	用	関係	存在	保存	207	17.224
OC	ヒニン	避妊	名詞-普通名詞-サ変可能		漢	1.3831	体	活動	事業	医療	207	17.224
OC	レイセイ	冷静	名詞-普通名詞-形状詞可能		漢	3.3013	相	活動	心	安心・焦燥・満足	207	17.224
OC	アツイ	厚い	形容詞-一般		和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	207	17.224
OC	ニンニク	大蒜	名詞-普通名詞-一般		漢	1.5402	体	自然	植物	草本	207	17.224
OC	プライド	プライド	名詞-普通名詞-一般	pride	外	1.3041	体	活動	心	自信・誇り・恥・反省	206	17.141
OC	ハ	波	接尾辞-名詞的-一般		漢	1.1570	体	関係	作用	成形・変形	206	17.141
OC	シリョウ	資料	名詞-普通名詞-一般		漢	1.1040	体	関係	事柄	本体・代理	206	17.141
OC	オチコム	落ち込む	動詞-一般		和	2.1540	用	関係	作用	上がり・下がり	206	17.141
OC	ショウショウ	少々	名詞-普通名詞-副詞可能		漢	1.1910	体	関係	量	多少	206	17.141
OC	キョウサン	共産	名詞-普通名詞-一般		漢	1.3600	体	活動	待遇	支配・政治	206	17.141
OC	オクル	贈る	動詞-一般		和	2.3770	用	活動	経済	授受	206	17.141
OC	マチ	待ち	名詞-普通名詞-一般		和	1.3042	体	活動	心	欲望・期待・失望	206	17.141
OC	トケル	溶ける	動詞-一般		和	2.5160	用	自然	物質	物質の変化	206	17.141
OC	チュウト	中途	名詞-普通名詞-一般		漢	1.1652	体	関係	時間	途中・盛り	206	17.141
OC	ゼンカイ	前回	名詞-普通名詞-副詞可能		漢	1.1670	体	関係	時間	時間的前後	206	17.141
OC	イッポウ	一方	名詞-普通名詞-副詞可能		漢	1.1730	体	関係	空間	方向・方角	206	17.141
OC	シンユウ	親友	名詞-普通名詞-一般		漢	1.2210	体	主体	仲間	友・なじみ	206	17.141
OC	カタホウ	片方	名詞-普通名詞-一般		混	1.1951	体	関係	量	群・組・対	206	17.141
OC	キ	木	名詞-普通名詞-一般		和	1.4120	体	生産物	資材	木・石・金	206	17.141
OC	タカネ	高値	名詞-普通名詞-一般		和	1.3730	体	活動	経済	価格・費用	206	17.141
OC	カク	核	名詞-普通名詞-一般		漢	1.5100	体	自然	物質	物体・物質	206	17.141
OC	キッチン	キッチン	名詞-普通名詞-一般	kitchen	外	1.4430	体	生産物	住居	部屋・床・廊下・階段など	205	17.057
OC	カエッテ	却って	副詞		和	4.1130	他		接続	反対	205	17.057
OC	モノガタリ	物語	名詞-普通名詞-一般		和	1.3210	体	活動	芸術	文芸	205	17.057
OC	カンセツ	関節	名詞-普通名詞-一般		漢	x.xxxx					205	17.057
OC	ヌク	抜く	動詞-非自立可能		和	2.1251	用	関係	存在	除去	205	17.057
OC	シメル	締める	動詞-一般		和	2.1553	用	関係	作用	開閉・封	205	17.057
OC	テーブル	テーブル	名詞-普通名詞-一般	table	外	1.4470	体	生産物	住居	家具	205	17.057
OC	シンゾウ	心臓	名詞-普通名詞-一般		漢	1.5604	体	自然	身体	膜・筋・神経・内臓	205	17.057
OC	オン	音	名詞-普通名詞-一般		漢	1.5030	体	自然	自然	音	205	17.057
OC	コウシャ	後者	名詞-普通名詞-一般		漢	1.1010	体	関係	事柄	こそあど・他	205	17.057
OC	ケッシテ	決して	副詞		混	3.1921	相	関係	量	限度	205	17.057
OC	ダシ	出し	名詞-普通名詞-一般		和	1.4330	体	生産物	食料	調味料・こうじなど	205	17.057
OC	ダス	出す	動詞-非自立可能		和	2.3770	用	活動	経済	授受	205	17.057
OC	ソン	村	名詞-普通名詞-一般		漢	1.2550	体	主体	公私	政治的区画	204	16.974
OC	サッシ	冊子	名詞-普通名詞-一般		漢	1.3160	体	活動	言語	文献・図書	204	16.974
OC	イキ	息	名詞-普通名詞-一般		和	1.5710	体	自然	生命	生理	204	16.974
OC	マワス	回す	動詞-一般		和	2.1521	用	関係	作用	移動・発着	204	16.974
OC	ムチ	無知	名詞-普通名詞-形状詞可能		漢	x.xxxx					204	16.974
OC	ブンショ	文書	名詞-普通名詞-一般		漢	1.3155	体	活動	言語	文書	204	16.974
OC	ソウキ	早期	名詞-普通名詞-一般		漢	1.1620	体	関係	時間	期間	204	16.974
OC	シュクハク	宿泊	名詞-普通名詞-サ変可能		漢	1.3333	体	活動	生活	住生活	204	16.974
OC	ニワ	庭	名詞-普通名詞-一般		和	1.4700	体	生産物	土地利用	地類（土地利用）	204	16.974
OC	エクスプローラー	エクスプローラー	名詞-普通名詞-一般	explorer	外	x.xxxx					204	16.974
OC	チク	地区	名詞-普通名詞-一般		漢	1.1720	体	関係	空間	範囲・席・跡	204	16.974
OC	キ	き	助動詞		和						203	16.891
OC	ヒドイ	酷い	形容詞-一般		和	3.3012	相	活動	心	恐れ・怒り・悔しさ	203	16.891
OC	マイツキ	毎月	名詞-普通名詞-副詞可能		混	3.1612	相	関係	時間	毎日・毎度	203	16.891
OC	アピール	アピール	名詞-普通名詞-サ変可能	appeal	外	1.3660	体	活動	待遇	請求・依頼	203	16.891
OC	イキオイ	勢い	名詞-普通名詞-一般		和	1.1403	体	関係	力	勢い	203	16.891
OC	サラ	皿	名詞-普通名詞-助数詞可能		和	1.4520	体	生産物	道具	食器・調理器具	203	16.891
OC	カゼイ	課税	名詞-普通名詞-サ変可能		漢	1.3720	体	活動	経済	税	203	16.891
OC	プール	プール	名詞-普通名詞-サ変可能	pool	外	1.4720	体	生産物	土地利用	その他の土木施設	203	16.891
OC	アツイ	熱い	形容詞-一般		和	3.1915	相	関係	量	寒暖	203	16.891
OC	オープン	オープン	名詞-普通名詞-サ変形状詞可能	open	外	1.1502	体	関係	作用	開始	203	16.891
OC	ソウカ	創価	名詞-固有名詞-一般		固						202	16.808
OC	セッシュ	接種	名詞-普通名詞-サ変可能		漢	1.3831	体	活動	事業	医療	202	16.808
OC	ジンコウ	人口	名詞-普通名詞-一般		漢	1.1902	体	関係	量	数	202	16.808
OC	メッセンジャー	メッセンジャー	名詞-普通名詞-一般	messenger	外	x.xxxx					202	16.808
OC	ヨケイ	余計	形状詞-一般		漢	3.1931	相	関係	量	過不足	202	16.808
OC	アジツケ	味付け	名詞-普通名詞-サ変可能		和	1.3842	体	活動	事業	炊事・調理	202	16.808
OC	パケット	パケット	名詞-普通名詞-助数詞可能	packet	外	1.1950	体	関係	量	単位	202	16.808
OC	トリツケル	取り付ける	動詞-一般		和	2.1560	用	関係	作用	接近・接触・隔離	202	16.808
OC	ヤタラ	矢鱈	副詞		和	3.1920	相	関係	量	程度	202	16.808
OC	ムリヤリ	無理矢理	副詞		混	3.3040	相	活動	心	信念・努力・忍耐	202	16.808
OC	ハンエイ	反映	名詞-普通名詞-サ変可能		漢	1.5010	体	自然	自然	光	202	16.808
OC	スグレル	優れる	動詞-一般		和	2.1584	用	関係	作用	限定・優劣	202	16.808
OC	オキル	起きる	動詞-一般		和	2.3330	用	活動	生活	生活・起臥	202	16.808
OC	ナリ	なり	助詞-副助詞		和						202	16.808
OC	ハッテン	発展	名詞-普通名詞-サ変可能		漢	1.1583	体	関係	作用	進歩・衰退	202	16.808
OC	ニセモノ	偽物	名詞-普通名詞-一般		和	1.1040	体	関係	事柄	本体・代理	202	16.808
OC	ロング	ロング	名詞-普通名詞-一般	long	外	1.1911	体	関係	量	長短・高低・深浅・厚薄・遠近	201	16.725
OC	コンヤク	婚約	名詞-普通名詞-サ変可能		漢	1.3350	体	活動	生活	冠婚	201	16.725
OC	アサヒ	朝日	名詞-普通名詞-一般		和	1.5210	体	自然	天地	天体	201	16.725
OC	フォーマット	フォーマット	名詞-普通名詞-サ変可能	format	外	1.1800	体	関係	形	形・型・姿・構え	201	16.725
OC	シャシュ	車種	名詞-普通名詞-一般		漢	1.1100	体	関係	類	類・例	201	16.725
OC	カタマル	固まる	動詞-一般		和	2.5160	用	自然	物質	物質の変化	201	16.725
OC	チュウモク	注目	名詞-普通名詞-サ変可能		漢	1.3062	体	活動	心	注意・認知・了解	201	16.725
OC	スタッフ	スタッフ	名詞-普通名詞-一般	staff	外	1.2450	体	主体	成員	その他の仕手	201	16.725
OC	ニュウジョウ	入場	名詞-普通名詞-サ変可能		漢	1.1532	体	関係	作用	入り・入れ	201	16.725
OC	コウリツ	公立	名詞-普通名詞-一般		漢	1.1220	体	関係	存在	成立	201	16.725
OC	カブル	被る	動詞-一般		和	2.3332	用	活動	生活	衣生活	201	16.725
OC	シボウ	死亡	名詞-普通名詞-サ変可能		漢	1.5702	体	自然	生命	死	201	16.725
OC	ユウショク	夕食	名詞-普通名詞-一般		混	1.3331	体	活動	生活	食生活	201	16.725
OC	センガン	洗顔	名詞-普通名詞-サ変可能		漢	x.xxxx					201	16.725
OC	リアル	リアル	名詞-普通名詞-形状詞可能	real	外	3.1030	相	関係	真偽	真偽・是非	200	16.641
OC	ゴ	後	名詞-普通名詞-副詞可能		漢	3.1670	相	関係	時間	時間的前後	200	16.641
OC	フト	ふと	副詞		和	3.1611	相	関係	時間	時機	200	16.641
OC	カイヌシ	飼い主	名詞-普通名詞-一般		和	1.2440	体	主体	成員	相対的地位	200	16.641
OC	ボルト	ボルト	名詞-普通名詞-助数詞可能	volt	外	1.4151	体	生産物	資材	ピン・ボタン・くいなど	200	16.641
OC	イタ	板	名詞-普通名詞-一般		和	1.4120	体	生産物	資材	木・石・金	200	16.641
OC	シュルイ	種類	名詞-普通名詞-一般		漢	1.1962	体	関係	量	助数接辞	200	16.641
OC	ドウイツ	同一	形状詞-一般		漢	3.1130	相	関係	類	異同・類似	200	16.641
OC	ヤ	屋	接尾辞-名詞的-一般		和	1.2000	体	主体	人間	人間	200	16.641
OC	ユウソウ	郵送	名詞-普通名詞-サ変可能		漢	1.3122	体	活動	言語	通信	200	16.641
OC	モデム	モデム	名詞-普通名詞-一般	modem	外	1.4630	体	生産物	機械	機械・装置	200	16.641
OC	デンリョク	電力	名詞-普通名詞-一般		漢	1.1401	体	関係	力	弾力・動力・圧力など	199	16.558
OC	キロク	記録	名詞-普通名詞-サ変可能		漢	1.3480	体	活動	行為	成績	199	16.558
OC	テンカイ	展開	名詞-普通名詞-サ変可能		漢	1.1583	体	関係	作用	進歩・衰退	199	16.558
OC	ソウトウ	相当	副詞		漢	3.1920	相	関係	量	程度	199	16.558
OC	アナ	アナ	名詞-普通名詞-一般	announcer	外	1.2410	体	主体	成員	専門的・技術的職業	199	16.558
OC	カン	管	名詞-普通名詞-一般		漢	1.4150	体	生産物	資材	輪・車・棒・管など	199	16.558
OC	ケース	ケース	名詞-普通名詞-一般	case	外	1.4513	体	生産物	道具	箱など	199	16.558
OC	タンク	タンク	名詞-普通名詞-一般	tank	外	1.4720	体	生産物	土地利用	その他の土木施設	199	16.558
OC	チョウナン	長男	名詞-普通名詞-一般		漢	1.2130	体	主体	家族	子・子孫	199	16.558
OC	ワカレ	別れ	名詞-普通名詞-一般		和	1.3520	体	活動	交わり	応接・送迎	199	16.558
OC	スポット	スポット	名詞-普通名詞-一般	spot	外	1.1700	体	関係	空間	空間・場所	199	16.558
OC	ショクヨク	食欲	名詞-普通名詞-一般		漢	1.3003	体	活動	心	飢渇・酔い・疲労・睡眠など	199	16.558
OC	ヤサイ	野菜	名詞-普通名詞-一般		漢	1.5400	体	自然	植物	植物	199	16.558
OC	キモノ	着物	名詞-普通名詞-一般		和	1.4210	体	生産物	衣料	衣服	199	16.558
OC	ジコウ	事項	名詞-普通名詞-一般		漢	1.1000	体	関係	事柄	事柄	199	16.558
OC	コミ	込み	接尾辞-名詞的-一般		和	1.1532	体	関係	作用	入り・入れ	199	16.558
OC	イタミ	痛み	名詞-普通名詞-一般		和	1.5721	体	自然	生命	病気・体調	199	16.558
OC	キュウジン	求人	名詞-普通名詞-サ変可能		漢	x.xxxx					198	16.475
OC	ハードディスク	ハードディスク	名詞-普通名詞-一般		外	1.4630	体	生産物	機械	機械・装置	198	16.475
OC	シュウセイ	修正	名詞-普通名詞-サ変可能		漢	1.1500	体	関係	作用	作用・変化	198	16.475
OC	オンシツ	音質	名詞-普通名詞-一般		漢	x.xxxx					198	16.475
OC	ツリ	釣り	名詞-普通名詞-一般		和	1.3811	体	活動	事業	牧畜・漁業・鉱業	198	16.475
OC	セイブツ	生物	名詞-普通名詞-一般		漢	1.5300	体	自然	生物	生物	198	16.475
OC	バン	晩	名詞-普通名詞-副詞可能		漢	1.1635	体	関係	時間	朝晩	198	16.475
OC	ジーンズ	ジーンズ	名詞-普通名詞-一般	jeans	外	1.4201	体	生産物	衣料	布・布地・織物	198	16.475
OC	ジッケン	実験	名詞-普通名詞-サ変可能		漢	1.3065	体	活動	心	研究・試験・調査・検査など	198	16.475
OC	ハイキ	排気	名詞-普通名詞-サ変可能		漢	1.1531	体	関係	作用	出・出し	198	16.475
OC	ダン	団	接尾辞-名詞的-一般		漢	1.2760	体	主体	機関	同盟・団体	198	16.475
OC	アン	案	名詞-普通名詞-一般		漢	1.3084	体	活動	心	計画・案	198	16.475
OC	シク	敷く	動詞-一般		和	2.1513	用	関係	作用	固定・傾き・転倒など	198	16.475
OC	タシカメル	確かめる	動詞-一般		和	2.3062	用	活動	心	注意・認知・了解	198	16.475
OC	キボ	規模	名詞-普通名詞-一般		漢	1.1912	体	関係	量	広狭・大小	197	16.392
OC	ヨウキ	容器	名詞-普通名詞-一般		漢	1.4510	体	生産物	道具	器・ふた	197	16.392
OC	スキマ	隙間	名詞-普通名詞-一般		和	1.1830	体	関係	形	穴・口	197	16.392
OC	テンスウ	点数	名詞-普通名詞-一般		漢	1.1901	体	関係	量	値・額	197	16.392
OC	ツク	着く	動詞-一般		和	2.1521	用	関係	作用	移動・発着	197	16.392
OC	ドキドキ	どきどき	副詞		和	3.3002	相	活動	心	感動・興奮	197	16.392
OC	シマイ	姉妹	名詞-普通名詞-一般		漢	1.2140	体	主体	家族	兄弟	197	16.392
OC			未知語			3.1920	相	関係	量	程度	197	16.392
OC	ソボ	祖母	名詞-普通名詞-一般		漢	1.2120	体	主体	家族	親・先祖	197	16.392
OC	タダ	唯	副詞		和	4.1160	他		接続	補充	197	16.392
OC	ツカマル	捕まる	動詞-一般		和	2.3613	用	活動	待遇	捕縛・釈放	197	16.392
OC	イザ	いざ	感動詞-一般		和	4.3010	他		感動	間投	196	16.309
OC	チュウニチ	中日	名詞-固有名詞-一般		固	1.2590	体	主体	公私	固有地名	196	16.309
OC	コウ	高	接尾辞-名詞的-一般		漢	1.2630	体	主体	社会	社寺・学校	196	16.309
OC	テイカ	定価	名詞-普通名詞-一般		漢	x.xxxx					196	16.309
OC	オロス	下ろす	動詞-一般		和	2.1540	用	関係	作用	上がり・下がり	196	16.309
OC	シンコウ	進行	名詞-普通名詞-サ変可能		漢	1.1520	体	関係	作用	進行・過程・経由	196	16.309
OC	クミアイ	組合	名詞-普通名詞-一般		和	1.2760	体	主体	機関	同盟・団体	196	16.309
OC	ケアナ	毛穴	名詞-普通名詞-一般		和	x.xxxx					196	16.309
OC	クマ	熊	名詞-普通名詞-一般		和	1.5501	体	自然	動物	哺乳類	196	16.309
OC	バクハツ	爆発	名詞-普通名詞-サ変可能		漢	1.1572	体	関係	作用	破壊	196	16.309
OC	ショウサイ	詳細	名詞-普通名詞-形状詞可能		漢	1.3070	体	活動	心	意味・問題・趣旨など	196	16.309
OC	ツチ	土	名詞-普通名詞-一般		和	1.5111	体	自然	物質	鉱物	196	16.309
OC	クッツク	くっ付く	動詞-一般		和	2.1560	用	関係	作用	接近・接触・隔離	196	16.309
OC	エッ	えっ	感動詞-一般		和	4.3210	他		呼び掛け	応答	196	16.309
OC	スペック	スペック	名詞-普通名詞-一般	spec	外	1.3081	体	活動	心	方法	195	16.225
OC	リカバリー	リカバリー	名詞-普通名詞-サ変可能		外	1.1211	体	関係	存在	発生・復活	195	16.225
OC	フカイ	不快	名詞-普通名詞-形状詞可能		漢	3.3011	相	活動	心	快・喜び	195	16.225
OC	シーエイチ	ＣＨ	名詞-普通名詞-一般		記号	x.xxxx					195	16.225
OC	ゼイム	税務	名詞-普通名詞-一般		漢	x.xxxx					195	16.225
OC	ヨウ	様	接尾辞-名詞的-一般		漢	3.1300					195	16.225
OC	コウセイ	構成	名詞-普通名詞-サ変可能		漢	1.1320	体	関係	様相	内容・構成	195	16.225
OC	ベツベツ	別々	形状詞-一般		漢	3.1940	相	関係	量	一般・全体・部分	195	16.225
OC	ナグル	殴る	動詞-一般		和	2.3392	用	活動	生活	手足の動作	195	16.225
OC	シタシイ	親しい	形容詞-一般		和	3.3020	相	活動	心	好悪・愛憎	195	16.225
OC	マレ	稀	形状詞-一般		和	3.1331	相	関係	様相	特徴	195	16.225
OC	ネラウ	狙う	動詞-一般		和	2.3066	用	活動	心	判断・推測・評価	195	16.225
OC	ジエイ	自衛	名詞-普通名詞-サ変可能		漢	1.3560	体	活動	交わり	攻防	194	16.142
OC	ロン	論	名詞-普通名詞-一般		漢	1.3075	体	活動	心	説・論・主義	194	16.142
OC			未知語			1.1010	体	関係	事柄	こそあど・他	194	16.142
OC	チューン	チューン	名詞-普通名詞-一般	tune	外	1.1300	体	関係	様相	様相・情勢	194	16.142
OC	テツドウ	鉄道	名詞-普通名詞-一般		漢	1.4650	体	生産物	機械	乗り物（陸上）	194	16.142
OC	トリアツカイ	取り扱い	名詞-普通名詞-一般		和	1.3852	体	活動	事業	扱い・操作・使用	194	16.142
OC	エン	縁	名詞-普通名詞-一般		漢	1.1110	体	関係	類	関係	194	16.142
OC	オボエ	覚え	名詞-普通名詞-一般		和	1.3050	体	活動	心	学習・習慣・記憶	194	16.142
OC	シーズン	シーズン	名詞-普通名詞-一般	season	外	1.1624	体	関係	時間	季節	194	16.142
OC	イソグ	急ぐ	動詞-一般		和	2.1660	用	関係	時間	新旧・遅速	194	16.142
OC	セイゴ	生後	名詞-普通名詞-一般		漢	x.xxxx					194	16.142
OC	ヒッシ	必死	形状詞-一般		漢	3.3040	相	活動	心	信念・努力・忍耐	194	16.142
OC	キャベツ	キャベツ	名詞-普通名詞-一般	cabbage	外	1.5402	体	自然	植物	草本	193	16.059
OC	マサカ	まさか	副詞		和	4.3100	他		判断	判断	193	16.059
OC	カカル	掛かる	動詞-非自立可能		和	2.3710	用	活動	経済	経済・収支	193	16.059
OC	キタナイ	汚い	形容詞-一般		和	3.1345	相	関係	様相	美醜	193	16.059
OC	ショウニ	小児	名詞-普通名詞-一般		漢	1.2050	体	主体	人間	老少	193	16.059
OC	イワ	違和	名詞-普通名詞-一般		漢	1.1340	体	関係	様相	調和・混乱	193	16.059
OC	ガクシュウ	学習	名詞-普通名詞-サ変可能		漢	1.3050	体	活動	心	学習・習慣・記憶	193	16.059
OC	タンパク	蛋白	名詞-普通名詞-一般		漢	x.xxxx					193	16.059
OC	タテル	立てる	動詞-一般		和	2.1220	用	関係	存在	成立	193	16.059
OC	イモ	芋	名詞-普通名詞-一般		和	x.xxxx					193	16.059
OC	ツマル	詰まる	動詞-一般		和	2.1341	用	関係	様相	弛緩・粗密・繁簡	193	16.059
OC	ボトル	ボトル	名詞-普通名詞-一般	bottle	外	1.4511	体	生産物	道具	瓶・筒・つぼ・膳など	192	15.976
OC	ホウシキ	方式	名詞-普通名詞-一般		漢	1.3081	体	活動	心	方法	192	15.976
OC	ショホ	初歩	名詞-普通名詞-一般		漢	x.xxxx					192	15.976
OC	シツ	質	名詞-普通名詞-一般		漢	1.1330	体	関係	様相	性質	192	15.976
OC	ッコ	っこ	接尾辞-名詞的-一般		和	1.1000	体	関係	事柄	事柄	192	15.976
OC	コンド	今度	名詞-普通名詞-副詞可能		漢	3.1641	相	関係	時間	現在	192	15.976
OC	ハッコウ	発行	名詞-普通名詞-サ変可能		漢	1.3770	体	活動	経済	授受	192	15.976
OC	ショゾク	所属	名詞-普通名詞-サ変可能		漢	1.1131	体	関係	類	連絡・所属	192	15.976
OC	ジュンイ	順位	名詞-普通名詞-一般		漢	1.1650	体	関係	時間	順序	192	15.976
OC	バナナ	バナナ	名詞-普通名詞-一般	banana	外	x.xxxx					192	15.976
OC	ドウイ	同意	名詞-普通名詞-サ変可能		漢	1.3532	体	活動	交わり	賛否	192	15.976
OC	ホクト	北斗	名詞-普通名詞-一般		漢	x.xxxx					192	15.976
OC	ミライ	未来	名詞-普通名詞-一般		漢	1.1643	体	関係	時間	未来	192	15.976
OC	インフルエンザ	インフルエンザ	名詞-普通名詞-一般	influenza	外	x.xxxx					192	15.976
OC	シショウ	支障	名詞-普通名詞-一般		漢	1.1344	体	関係	様相	支障・損じ・荒廃	192	15.976
OC	テイカ	低下	名詞-普通名詞-サ変可能		漢	1.1583	体	関係	作用	進歩・衰退	192	15.976
OC	ハミガキ	歯磨き	名詞-普通名詞-サ変可能		和	x.xxxx					192	15.976
OC	ヌスム	盗む	動詞-一般		和	2.3440	用	活動	行為	犯罪・罪	192	15.976
OC	シュッパン	出版	名詞-普通名詞-サ変可能		漢	1.3832	体	活動	事業	出版・放送	192	15.976
OC	イイン	委員	名詞-普通名詞-一般		漢	1.2400	体	主体	成員	成員・職	192	15.976
OC	スウガク	数学	名詞-普通名詞-一般		漢	1.3074	体	活動	心	学問・学科	192	15.976
