register	UniDic:lForm	UniDic:lemma	UniDic:subLemma	UniDic:pos	UniDic:wType	WLSP:article number	WLSP:class	WLSP:division	WLSP:section	WLSP:article	frequency	pmw
OT	カ	蚊		名詞-普通名詞-一般	和	1.5505	体	自然	動物	昆虫	7	6.25
OT	シキチョウ	色調		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ホンイ	本位		名詞-普通名詞-一般	漢	1.1101	体	関係	類	等級・系列	7	6.25
OT	カゾエル	数える		動詞-一般	和	2.1580	用	関係	作用	増減・補充	7	6.25
OT	ゾウホウ	蔵鋒		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ユトリ	ゆとり		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	シマイ	仕舞い		名詞-普通名詞-一般	和	1.1503	体	関係	作用	終了・中止・停止	7	6.25
OT	アントニウス	アントニウス	Antonius	名詞-固有名詞-人名-一般	固	x.xxxx					7	6.25
OT	トウカイ	トウカイ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	7	6.25
OT	オンナノコ	女の子		名詞-普通名詞-一般	和	1.2040	体	主体	人間	男女	7	6.25
OT	キュウシン	急進		名詞-普通名詞-サ変可能	漢	1.1526	体	関係	作用	進退	7	6.25
OT	コメヅクリ	米作り		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	ワタリ	渡り		名詞-普通名詞-一般	和	1.1521	体	関係	作用	移動・発着	7	6.25
OT	サシダス	差し出す		動詞-一般	和	2.3770	用	活動	経済	授受	7	6.25
OT	ギョウカン	行間		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ウゴキマワル	動き回る		動詞-一般	和	2.1523	用	関係	作用	巡回など	7	6.25
OT	オン	温		接尾辞-名詞的-一般	漢	x.xxxx					7	6.25
OT	ヨル	寄る		動詞-一般	和	2.1560	用	関係	作用	接近・接触・隔離	7	6.25
OT	チュウシャ	注射		名詞-普通名詞-サ変可能	漢	1.3831	体	活動	事業	医療	7	6.25
OT	カセット	カセット	cassette	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ザイダン	財団		名詞-普通名詞-一般	漢	1.2760	体	主体	機関	同盟・団体	7	6.25
OT	カワリ	変わり		名詞-普通名詞-一般	和	1.1500	体	関係	作用	作用・変化	7	6.25
OT	ワヘイ	和平		名詞-普通名詞-一般	漢	1.3500	体	活動	交わり	交わり	7	6.25
OT	ホルン	ホルン	horn	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ナショナル	ナショナル	national	名詞-普通名詞-形状詞可能	外	1.1220	体	関係	存在	成立	7	6.25
OT	アセトン	アセトン	acetone	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	テンリ	テンリ		名詞-固有名詞-地名-一般	固	x.xxxx					7	6.25
OT	ナントウ	南東		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	リュウ	リュウ		名詞-固有名詞-人名-姓	固						7	6.25
OT	ベッセイ	別姓		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	プロジェクター	プロジェクター	projector	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ドウスウ	同数		名詞-普通名詞-一般	漢	1.1130	体	関係	類	異同・類似	7	6.25
OT	マジエル	交える		動詞-一般	和	2.1550	用	関係	作用	合体・出会い・集合など	7	6.25
OT	ムラサキ	紫		名詞-普通名詞-一般	和	1.5020	体	自然	自然	色	7	6.25
OT	デッチョウ	粘葉		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	タダノリ	タダノリ		名詞-固有名詞-人名-名	固						7	6.25
OT	ガイショウ	外傷		名詞-普通名詞-一般	漢	1.5720	体	自然	生命	障害・けが	7	6.25
OT	ヨシダ	ヨシダ		名詞-固有名詞-人名-姓	固						7	6.25
OT	イイキル	言い切る		動詞-一般	和	2.3100	用	活動	言語	言語活動	7	6.25
OT	ヤマイ	病		名詞-普通名詞-一般	和	1.5721	体	自然	生命	病気・体調	7	6.25
OT	アカダマ	赤玉		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	キンカン	金管		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	フウケイ	風系		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	マチ	町		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	ケン	件		名詞-普通名詞-助数詞可能	漢	1.1000	体	関係	事柄	事柄	7	6.25
OT	ジュンカツ	潤渇		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	トウケイ	東経		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ソナワル	備わる		動詞-一般	和	x.xxxx					7	6.25
OT	ナイメン	内面		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	7	6.25
OT	タイベツ	大別		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	アイスランド	アイスランド	Iceland	名詞-固有名詞-地名-国	固	x.xxxx					7	6.25
OT	ユウガオ	夕顔		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	メイ	メイ	May	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	イクター	イクター		名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ドウミャク	動脈		名詞-普通名詞-一般	漢	1.5604	体	自然	身体	膜・筋・神経・内臓	7	6.25
OT	ミヤザワ	ミヤザワ		名詞-固有名詞-人名-姓	固						7	6.25
OT	シカル	叱る		動詞-一般	和	x.xxxx					7	6.25
OT	カジン	歌人		名詞-普通名詞-一般	漢	1.2410	体	主体	成員	専門的・技術的職業	7	6.25
OT	シタガワ	下側		名詞-普通名詞-一般	和	1.1741	体	関係	空間	上下	7	6.25
OT	キズナ	絆		名詞-普通名詞-一般	和	1.1110	体	関係	類	関係	7	6.25
OT	オロス	下ろす		動詞-一般	和	2.1541	用	関係	作用	乗り降り・浮き沈み	7	6.25
OT	オジ	伯父		名詞-普通名詞-一般	和	1.2050	体	主体	人間	老少	7	6.25
OT				英単語		3.1920	相	関係	量	程度	7	6.25
OT	サダメ	定め		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	テンメツ	点滅		名詞-普通名詞-サ変可能	漢	1.5010	体	自然	自然	光	7	6.25
OT	ギャクセツ	逆接		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	エヌイー	ＮＥ		名詞-普通名詞-一般	記号	x.xxxx					7	6.25
OT	アコガレ	憧れ		名詞-普通名詞-一般	和	1.3020	体	活動	心	好悪・愛憎	7	6.25
OT	セイシ	生死		名詞-普通名詞-一般	漢	1.5700	体	自然	生命	生命	7	6.25
OT	オカス	犯す		動詞-一般	和	2.5721	用	自然	生命	病気・体調	7	6.25
OT	シソウ	示相		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	オン	音		名詞-普通名詞-一般	漢	1.3113	体	活動	言語	文字	7	6.25
OT	ナトー	ＮＡＴＯ		名詞-固有名詞-一般	固	1.2750	体	主体	機関	国際機構	7	6.25
OT	ショウセツ	小節		名詞-普通名詞-一般	漢	1.1962	体	関係	量	助数接辞	7	6.25
OT	ハズカシイ	恥ずかしい		形容詞-一般	和	3.3041	相	活動	心	自信・誇り・恥・反省	7	6.25
OT	オリガミ	折り紙		名詞-普通名詞-一般	和	1.4110	体	生産物	資材	紙	7	6.25
OT	スルドイ	鋭い		形容詞-一般	和	3.1800	相	関係	形	形	7	6.25
OT	ソク	ソク		記号-一般	記号	x.xxxx					7	6.25
OT	ナンジュウ	何十		名詞-数詞	漢	1.1960	体	関係	量	数記号（一二三）	7	6.25
OT	ナイ	ナイ		名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	タカイ	高い		形容詞-一般	和	3.3710	相	活動	経済	経済・収支	7	6.25
OT	ダイリ	大理		名詞-普通名詞-一般	漢	1.2590	体	主体	公私	固有地名	7	6.25
OT	シキ	式		接尾辞-名詞的-一般	漢	1.3360	体	活動	生活	行事・式典・宗教的行事	7	6.25
OT	ツンベルク	ツンベルク	Thunberg	名詞-固有名詞-人名-一般	固	x.xxxx					7	6.25
OT	キョウテン	教典		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ホウガク	法学		名詞-普通名詞-一般	漢	1.3074	体	活動	心	学問・学科	7	6.25
OT	ソウゾウ	想像		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	オニ	鬼		名詞-普通名詞-一般	和	1.2030	体	主体	人間	神仏・精霊	7	6.25
OT	コウハイ	後背		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ヒキアウ	引き合う		動詞-一般	和	2.1562	用	関係	作用	突き・押し・引き・すれなど	7	6.25
OT	ソーラー	ソーラー	solar	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	アブナイ	危ない		形容詞-一般	和	3.1346	相	関係	様相	難易・安危	7	6.25
OT	レーニン	レーニン	Lenin	名詞-固有名詞-人名-一般	固	x.xxxx					7	6.25
OT	ゼンイキ	全域		名詞-普通名詞-一般	漢	1.1720	体	関係	空間	範囲・席・跡	7	6.25
OT	ケン	ケン		記号-一般	記号						7	6.25
OT	コマメ	小まめ		形状詞-一般	和	x.xxxx					7	6.25
OT	サンショウ	山椒		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	フルサト	古里		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	ジ	時		名詞-普通名詞-助数詞可能	漢	1.1600	体	関係	時間	時間	7	6.25
OT	アジツケ	味付け		名詞-普通名詞-サ変可能	和	1.3842	体	活動	事業	炊事・調理	7	6.25
OT	カルタ	カルタ	carta	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ピル	ピル	pill	名詞-普通名詞-一般	外	1.4360	体	生産物	食料	薬剤・薬品	7	6.25
OT	ヘキセン	ヘキセン		名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ガイガー	ガイガー	Geiger	名詞-固有名詞-人名-一般	固	x.xxxx					7	6.25
OT	キ	機		名詞-普通名詞-助数詞可能	漢	1.1611	体	関係	時間	時機・時刻	7	6.25
OT	トリキメル	取り決める		動詞-一般	和	x.xxxx					7	6.25
OT	ニチヨウ	日用		名詞-普通名詞-一般	漢	1.1113	体	関係	類	理由・目的・証拠	7	6.25
OT	ヤワタ	ヤワタ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	7	6.25
OT	キュウキョク	究極		名詞-普通名詞-一般	漢	1.1920	体	関係	量	程度・限度	7	6.25
OT	ポリプロピレン	ポリプロピレン	polypropylene	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	サポート	サポート	support	名詞-普通名詞-サ変可能	外	1.3650	体	活動	待遇	救護・救援	7	6.25
OT	ボッスル	没する		動詞-一般	混	x.xxxx					7	6.25
OT	イチゴ	苺		名詞-普通名詞-一般	和	1.5402	体	自然	植物	草本	7	6.25
OT	ノミモノ	飲み物		名詞-普通名詞-一般	和	1.4350	体	生産物	食料	飲料・たばこ	7	6.25
OT	ショケイ	処刑		名詞-普通名詞-サ変可能	漢	1.3612	体	活動	待遇	刑	7	6.25
OT	ヤ	や		助動詞	和						7	6.25
OT	ク	ク		記号-一般	記号						7	6.25
OT	エレベーター	エレベーター	elevator	名詞-普通名詞-一般	外	1.4650	体	生産物	機械	乗り物（陸上）	7	6.25
OT	タンイツ	単一		形状詞-一般	漢	x.xxxx					7	6.25
OT	イジョウ	以上		名詞-普通名詞-副詞可能	漢	3.1920	相	関係	量	程度	7	6.25
OT	ゴウ	号		名詞-普通名詞-助数詞可能	漢	1.3102	体	活動	言語	名	7	6.25
OT	ナミ	並み		接尾辞-名詞的-一般	和	1.1920	体	関係	量	程度・限度	7	6.25
OT	リストロサウルス	リストロサウルス	Lystrosaurus	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	オウミ	オウミ		名詞-固有名詞-地名-一般	固	x.xxxx					7	6.25
OT	オオツ	オオツ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	7	6.25
OT	キュウエン	救援		名詞-普通名詞-サ変可能	漢	1.3650	体	活動	待遇	救護・救援	7	6.25
OT	フショウ	負傷		名詞-普通名詞-サ変可能	漢	1.5720	体	自然	生命	障害・けが	7	6.25
OT	シカゴ	シカゴ	Chicago	名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	7	6.25
OT	カジ	火事		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	パワー	パワー	power	名詞-普通名詞-一般	外	1.1400	体	関係	力	力	7	6.25
OT	エラトステネス	エラトステネス	Eratosthenes	名詞-固有名詞-人名-一般	固	x.xxxx					7	6.25
OT	リャクス	略す		動詞-一般	混	x.xxxx					7	6.25
OT	オンビン	音便		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	テイチョウ	低張		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	カイシュウ	改宗		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT				英単語		1.4400	体	生産物	住居	住居	7	6.25
OT	キノコ	茸		名詞-普通名詞-一般	和	1.5403	体	自然	植物	隠花植物	7	6.25
OT	バイオマス	バイオマス	biomass	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	タテ	縦		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	ソデ	袖		名詞-普通名詞-一般	和	1.4240	体	生産物	衣料	そで・襟・身ごろ・ポケットなど	7	6.25
OT	マイゾウ	埋蔵		名詞-普通名詞-サ変可能	漢	1.1541	体	関係	作用	乗り降り・浮き沈み	7	6.25
OT	コンパス	コンパス	kompas	名詞-普通名詞-一般	外	1.4530	体	生産物	道具	文具	7	6.25
OT	ハンテン	半纏		名詞-普通名詞-一般	漢	1.4220	体	生産物	衣料	上着・コート	7	6.25
OT	ヒデヒラ	ヒデヒラ		名詞-固有名詞-人名-名	固	x.xxxx					7	6.25
OT	アゲル	上げる		動詞-非自立可能	和	2.3700	用	活動	経済	取得	7	6.25
OT	イリ	入り		名詞-普通名詞-一般	和	1.1532	体	関係	作用	入り・入れ	7	6.25
OT	ニッケイ	日系		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ジンエイ	陣営		名詞-普通名詞-一般	漢	1.2660	体	主体	社会	教室・兵営など	7	6.25
OT	ジス	ＪＩＳ		名詞-普通名詞-一般	記号	x.xxxx					7	6.25
OT	ヌーボー	ヌーボー	nouveau	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	シンワ	親和		名詞-普通名詞-サ変可能	漢	1.3500	体	活動	交わり	交わり	7	6.25
OT	シュウ	宗		接尾辞-名詞的-一般	漢	x.xxxx					7	6.25
OT	ユズル	譲る		動詞-一般	和	x.xxxx					7	6.25
OT	スウシ	数詞		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	レーダー	レーダー	radar	名詞-普通名詞-一般	外	1.4620	体	生産物	機械	電気器具・部品	7	6.25
OT	カシン	家臣		名詞-普通名詞-一般	漢	1.2440	体	主体	成員	相対的地位	7	6.25
OT	ムニエル	ムニエル	meuniere	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	トラブル	トラブル	trouble	名詞-普通名詞-一般	外	1.3543	体	活動	交わり	争い	7	6.25
OT	セキシュツ	析出		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	チチオヤ	父親		名詞-普通名詞-一般	和	1.2120	体	主体	家族	親・先祖	7	6.25
OT	ダンキ	暖気		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ホウ	ホウ		記号-一般	記号	x.xxxx					7	6.25
OT	タイジ	胎児		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	カネン	箇年		名詞-普通名詞-助数詞可能	漢	x.xxxx					7	6.25
OT	オスマン	オスマン	Osman	名詞-固有名詞-人名-一般	固						7	6.25
OT	オリコミ	折り込み		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	ビル	ビル	Bill	名詞-固有名詞-人名-一般	固						7	6.25
OT	ツリ	釣り		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	フスマ	襖		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	イキモノ	生き物		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	バウハウス	バウハウス	Bauhous	名詞-固有名詞-一般	固	x.xxxx					7	6.25
OT	フレア	フレア	flare	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	オロカ	愚か		形状詞-一般	和	3.3421	相	活動	行為	才能	7	6.25
OT	イキトドク	行き届く		動詞-一般	和	2.1342	用	関係	様相	調節	7	6.25
OT	カク	カク		記号-一般	記号	x.xxxx					7	6.25
OT	アチラコチラ	彼方此方		代名詞	和	1.1700	体	関係	空間	空間・場所	7	6.25
OT	マグロ	鮪		名詞-普通名詞-一般	和	1.5504	体	自然	動物	魚類	7	6.25
OT	モリ	モリ		名詞-固有名詞-人名-姓	固						7	6.25
OT	テントウ	点灯		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	ヨウグ	用具		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ノド	喉		名詞-普通名詞-一般	和	1.5601	体	自然	身体	頭・目鼻・顔	7	6.25
OT	タスケアウ	助け合う		動詞-一般	和	x.xxxx					7	6.25
OT	カイギ	懐疑		名詞-普通名詞-サ変可能	漢	1.3061	体	活動	心	思考・意見・疑い	7	6.25
OT	ジーピーエス	ＧＰＳ		名詞-普通名詞-一般	記号	x.xxxx					7	6.25
OT	フハイ	腐敗		名詞-普通名詞-サ変可能	漢	1.3300	体	活動	生活	文化・歴史・風俗	7	6.25
OT	ノゾク	覗く		動詞-一般	和	2.3091	用	活動	心	見る	7	6.25
OT	ツノ	角		名詞-普通名詞-一般	和	1.1810	体	関係	形	角など	7	6.25
OT	ヤマダ	ヤマダ		名詞-固有名詞-人名-姓	固	1.2390	体	主体	人物	固有人名	7	6.25
OT	カワラ	川原		名詞-普通名詞-一般	和	1.5250	体	自然	天地	川・湖	7	6.25
OT	オイツク	追い付く		動詞-一般	和	2.1525	用	関係	作用	連れ・導き・追い・逃げなど	7	6.25
OT	プッチーニ	プッチーニ	Puccini	名詞-固有名詞-人名-一般	固	x.xxxx					7	6.25
OT	イホク	以北		名詞-普通名詞-一般	漢	1.1730	体	関係	空間	方向・方角	7	6.25
OT	トケノコリ	溶け残り		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	イイアラワス	言い表わす		動詞-一般	和	2.3103	用	活動	言語	表現	7	6.25
OT	フウ	風		接尾辞-形状詞的	漢	1.1130	体	関係	類	異同・類似	7	6.25
OT	ホンショ	本初		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	サシエ	挿し絵		名詞-普通名詞-一般	混	1.3220	体	活動	芸術	芸術・美術	7	6.25
OT	ウエスト	ウエスト	waist	名詞-普通名詞-一般	外	1.5602	体	自然	身体	胸・背・腹	7	6.25
OT	コクガイ	国外		名詞-普通名詞-一般	漢	1.1770	体	関係	空間	内外	7	6.25
OT	ミマワス	見回す		動詞-一般	和	2.3091	用	活動	心	見る	7	6.25
OT	カンムリ	冠		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	サジ	匙		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	テダスケ	手助け		名詞-普通名詞-サ変可能	和	1.3650	体	活動	待遇	救護・救援	7	6.25
OT	ケンカ	鹸化		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	セキト	セキト		名詞-固有名詞-人名-姓	固	x.xxxx					7	6.25
OT	アリア	アリア	aria	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	キョウド	匈奴		名詞-固有名詞-一般	固	x.xxxx					7	6.25
OT	ギャラリー	ギャラリー	gallery	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ハジメ	始め		接尾辞-名詞的-副詞可能	和	1.1502	体	関係	作用	開始	7	6.25
OT	キロカロリー	キロカロリー	kilocalorie	名詞-普通名詞-助数詞可能	外	1.1962	体	関係	量	助数接辞	7	6.25
OT	ツカウ	使う		動詞-一般	和	2.3630	用	活動	待遇	人事	7	6.25
OT	ストレプトマイシン	ストレプトマイシン	streptomycin	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ナニモノ	何者		名詞-普通名詞-一般	和	1.1010	体	関係	事柄	こそあど・他	7	6.25
OT	ショチ	処置		名詞-普通名詞-サ変可能	漢	1.3850	体	活動	事業	技術・設備・修理	7	6.25
OT	チイキ	地域		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	トメ	トメ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	7	6.25
OT	カタクリコ	片栗粉		名詞-普通名詞-一般	和	1.4320	体	生産物	食料	米・ぬか・小麦粉など	7	6.25
OT	トクシツ	特質		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	タシュ	多種		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	カガイ	加害		名詞-普通名詞-一般	漢	1.3440	体	活動	行為	犯罪・罪	7	6.25
OT	セイガク	声楽		名詞-普通名詞-一般	漢	1.3230	体	活動	芸術	音楽	7	6.25
OT	ゲン	元		名詞-固有名詞-地名-国	固	1.1111	体	関係	類	本末	7	6.25
OT	サミング	サミング	thumbing	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	サマヨウ	さ迷う		動詞-一般	和	2.1520	用	関係	作用	進行・過程・経由	7	6.25
OT	エキデン	駅伝		名詞-普通名詞-一般	漢	1.3830	体	活動	事業	運輸	7	6.25
OT	ノグチ	ノグチ		名詞-固有名詞-人名-姓	固	1.2390	体	主体	人物	固有人名	7	6.25
OT	シャンハイ	シャンハイ		名詞-固有名詞-地名-一般	固	1.2590	体	主体	公私	固有地名	7	6.25
OT	タイセイ	耐性		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	カン	官		名詞-普通名詞-一般	漢	1.2400	体	主体	成員	成員・職	7	6.25
OT	ヒヒョウ	批評		名詞-普通名詞-サ変可能	漢	1.3135	体	活動	言語	批評・弁解	7	6.25
OT	カグ	嗅ぐ		動詞-一般	和	2.5040	用	自然	自然	におい	7	6.25
OT	ホウショ	倣書		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	アッシリア	アッシリア	Assyria	名詞-固有名詞-地名-一般	固	x.xxxx					7	6.25
OT	カホウ	加法		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ミダス	乱す		動詞-一般	和	x.xxxx					7	6.25
OT	オオクマ	オオクマ		名詞-固有名詞-人名-姓	固	x.xxxx					7	6.25
OT	シカイ	司会		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	カクサン	核酸		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ノベ	延べ		名詞-普通名詞-一般	和	1.1950	体	関係	量	単位	7	6.25
OT	パズル	パズル	puzzle	名詞-普通名詞-一般	外	1.3370	体	活動	生活	遊楽	7	6.25
OT	キョウフ	教父		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	リクチョウ	六朝		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ヘン	編		名詞-普通名詞-助数詞可能	漢	1.3154	体	活動	言語	文章	7	6.25
OT	コバム	拒む		動詞-一般	和	2.3532	用	活動	交わり	賛否	7	6.25
OT	テキカク	的確		形状詞-一般	漢	3.3068	相	活動	心	詳細・正確・不思議	7	6.25
OT	ゲンバ	現場		名詞-普通名詞-一般	混	1.2620	体	主体	社会	現場	7	6.25
OT	ビーダマ	ビー玉		名詞-普通名詞-一般	混	x.xxxx					7	6.25
OT	ドウザン	銅山		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ランプ	ランプ	lamp	名詞-普通名詞-一般	外	1.4600	体	生産物	機械	灯火	7	6.25
OT	イウ	言う		動詞-一般	和	x.xxxx					7	6.25
OT	ヘンサン	編纂		名詞-普通名詞-サ変可能	漢	1.3200	体	活動	芸術	創作・著述	7	6.25
OT	ハルカ	遥か		副詞	和	3.1911	相	関係	量	長短・高低・深浅・厚薄・遠近	7	6.25
OT	タイカ	退化		名詞-普通名詞-サ変可能	漢	1.1583	体	関係	作用	進歩・衰退	7	6.25
OT	ショウジ	小字		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	チョウカン	腸管		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	テビキ	手引き		名詞-普通名詞-一般	和	1.3640	体	活動	待遇	教育・養成	7	6.25
OT	クロム	クロム	chrome	名詞-普通名詞-一般	外	1.5110	体	自然	物質	元素	7	6.25
OT	チュウテツ	鋳鉄		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	ニクタイ	肉体		名詞-普通名詞-一般	漢	1.5600	体	自然	身体	身体	7	6.25
OT	ショエン	初演		名詞-普通名詞-サ変可能	漢	1.3833	体	活動	事業	興行	7	6.25
OT	ハネル	撥ねる		動詞-一般	和	2.1522	用	関係	作用	走り・飛び・流れなど	7	6.25
OT	ゴウ	合		名詞-普通名詞-助数詞可能	漢	1.1962	体	関係	量	助数接辞	7	6.25
OT	イラッシャル	いらっしゃる		動詞-非自立可能	和	2.1200	用	関係	存在	存在	7	6.25
OT	カルボキシル	カルボキシル	carboxyl 	名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ジュラ	ジュラ	Jura	名詞-固有名詞-地名-一般	固	x.xxxx					7	6.25
OT	ダイ	大	大学	接尾辞-名詞的-一般	漢	1.1912	体	関係	量	広狭・大小	7	6.25
OT	コウ	広		接頭辞	漢	x.xxxx					7	6.25
OT	ナガシダス	流し出す		動詞-一般	和	x.xxxx					7	6.25
OT	ヒヨク	肥沃		名詞-普通名詞-形状詞可能	漢	x.xxxx					7	6.25
OT	ジンイン	人員		名詞-普通名詞-一般	漢	1.1902	体	関係	量	数	7	6.25
OT	ケンロク	兼六		名詞-固有名詞-一般	固	x.xxxx					7	6.25
OT	ガイドブック	ガイドブック	guidebook	名詞-普通名詞-一般	外	1.3160	体	活動	言語	文献・図書	7	6.25
OT	フツ	仏		名詞-普通名詞-一般	漢	1.2590	体	主体	公私	固有地名	7	6.25
OT	タケミツ	タケミツ		名詞-固有名詞-人名-姓	固	x.xxxx					7	6.25
OT	クチブエ	口笛		名詞-普通名詞-一般	和	x.xxxx					7	6.25
OT	セン	線		接尾辞-名詞的-一般	漢	1.4710	体	生産物	土地利用	道路・橋	7	6.25
OT	カク	斯く		副詞	和	3.1010	相	関係	真偽	こそあど・他	7	6.25
OT	ガイケイ	外形		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT	トリョウ	塗料		名詞-普通名詞-一般	漢	1.4100	体	生産物	資材	資材・ごみ	7	6.25
OT	シュリョウ	狩猟		名詞-普通名詞-サ変可能	漢	x.xxxx					7	6.25
OT	ディスプレー	ディスプレー	display	名詞-普通名詞-一般	外	1.3092	体	活動	心	見せる	7	6.25
OT	ケンナイ	県内		名詞-普通名詞-一般	漢	1.2550	体	主体	公私	政治的区画	7	6.25
OT	セットウ	接頭		名詞-普通名詞-一般	漢	x.xxxx					7	6.25
OT				英単語		1.2030	体	主体	人間	神仏・精霊	7	6.25
OT	プロペン	プロペン		名詞-普通名詞-一般	外	x.xxxx					7	6.25
OT	ハマグチ	ハマグチ		名詞-固有名詞-人名-姓	固	x.xxxx					7	6.25
OT	イリクム	入り組む		動詞-一般	和	2.1551	用	関係	作用	統一・組み合わせ	7	6.25
OT	ベイソ	米ソ		名詞-普通名詞-一般	混	x.xxxx					7	6.25
OT	ショスル	処する		動詞-一般	混	2.3612	用	活動	待遇	刑	7	6.25
OT	スクウ	掬う		動詞-一般	和	2.3392	用	活動	生活	手足の動作	7	6.25
OT	スンナ	スンナ	Sunnah	名詞-普通名詞-一般	外	x.xxxx					7	6.25
